source_subject	source_row_no	source_file	school_code	school_name	subject_type	batch_name	major_group	elective_subject	group_min_score	min_rank	majors	major_count	pdf_page	book_page	review_note	raw_group_line	school_province	school_level	major_group_full	major_category	predict_score	predict_low	predict_high	predict_range	confidence
物理	208	25年物理类院校专业组汇总.xlsx	1250	电子科技大学	物理	本科批	201	化学	637	14500	数学与应用数学（中外合作办学）、应用物理学（中外合作办学）、工程力学(中外合作办学)	3	43	23		201（化学）/专业组投档最低分637/专业组投档最低分位次14500	四川	本科	201（化学）	数学与应用数学（中外合作办学）	637	632	642	632-642	按2025投档线
物理	209	25年物理类院校专业组汇总.xlsx	1250	电子科技大学	物理	本科批	202	化学	639	13404	计算机类(中外合作办学)	1	43	23		202（化学）/专业组投档最低分639/专业组投档最低分位次13404	四川	本科	202（化学）	计算机类(中外合作办学)	639	634	644	634-644	按2025投档线
物理	210	25年物理类院校专业组汇总.xlsx	1250	电子科技大学	物理	本科批	203	化学	643	11370	机械设计制造及其自动化（中外合作办学）	1	43	23		203（化学）/专业组投档最低分643/专业组投档最低分位次11370	四川	本科	203（化学）	机械设计制造及其自动化（中外合作办学）	643	638	648	638-648	按2025投档线
物理	211	25年物理类院校专业组汇总.xlsx	1250	电子科技大学	物理	本科批	901	化学	642	11842	数学类、工程力学、智能制造工程、软件工程、智能建造(新工科拔尖班)、环境工程(新工科拔尖班)、临床医学（学制5年）	7	43	23		901（化学）/专业组投档最低分642/专业组投档最低分位次11842	四川	本科	901（化学）	数学类	642	637	647	637-647	按2025投档线
物理	212	25年物理类院校专业组汇总.xlsx	1251	电子科技大学（沙河校区	物理	本科批	101	化学	662	4316	软件工程(工业数智化)、软件工程（国家卓越工程师教育培养计划特色班）、软件工程（AI交叉复合型创新人才培养实验	3	43	23		101（化学）/专业组投档最低分662/专业组投档最低分位次4316	四川	本科	101（化学）	软件工程(工业数智化)	662	657	667	657-667	按2025投档线
物理	213	25年物理类院校专业组汇总.xlsx	1251	电子科技大学（沙河校区	物理	本科批	202	化学	646	9989	电子信息类（中外合作办学、通信、微电子）作办学、电子信息）	4	43	23		202（化学）/专业组投档最低分646/专业组投档最低分位次9989	四川	本科	202（化学）	电子信息类（中外合作办学	646	641	651	641-651	按2025投档线
物理	214	25年物理类院校专业组汇总.xlsx	1251	电子科技大学（沙河校区	物理	本科批	203	化学	638	13941	电子信息类（中外合作办学、海南陵水国际教育创新区）	2	43	23		203（化学）/专业组投档最低分638/专业组投档最低分位次13941	四川	本科	203（化学）	电子信息类（中外合作办学	638	633	643	633-643	按2025投档线
物理	215	25年物理类院校专业组汇总.xlsx	1251	电子科技大学（沙河校区	物理	本科批	905	化学	615	30812	护理学	1	43	23		905（化学）/专业组投档最低分615/专业组投档最低分位次30812	四川	本科	905（化学）	护理学	615	610	620	610-620	按2025投档线
物理	216	25年物理类院校专业组汇总.xlsx	1255	东北大学	物理	本科批	101	化学	647	9537	数学类、应用物理学、工程力学、机械类、智能制造工程、材料类、新能源材料与器件、能源与动力工程、新能源科学与工程、电子信息类、人工智能、人工智能(未来技术学院)、环境科学与工程类、(环境方向）、合肥工业大学、机械设计制造及其自、动化（创新实验班）、材料科学与工程（创、新实验班）、电气工程及其自动化、（创新实验班）、集成电路设计与集成	22	43	23		101（化学）/专业组投档最低分647/专业组投档最低分位次9537	未识别	本科	101（化学）	数学类	647	642	652	642-652	按2025投档线
物理	217	25年物理类院校专业组汇总.xlsx	1258	东北大学秦皇岛分校	物理	本科批	103	不限	625	22450	经济学类、工商管理类、信息管理与信息系统、电子商务、数学类、机械类、机械电子工程、仪器类(智能光电感知)、智能感知工程、材料类、电子信息工程、通信工程、自动化类、计算机科学与技术、物联网工程	15	44			103（不限）/专业组投档最低分625/专业组投档最低分位次22450	河北	本科	103（不限）	经济学类	625	620	630	620-630	按2025投档线
物理	218	25年物理类院校专业组汇总.xlsx	1258	东北大学秦皇岛分校	物理	本科批	201	化学	625	22450	数学与应用数学（中外合作办学）、应用统计学（中外合作办学）、通信工程(中外合作办学)、计算机科学与技术（中外合作办学）	4	44			201（化学）/专业组投档最低分625/专业组投档最低分位次22450	河北	本科	201（化学）	数学与应用数学（中外合作办学）	625	620	630	620-630	按2025投档线
物理	219	25年物理类院校专业组汇总.xlsx	1260	东华大学	物理	本科批	102	化学	632	17632	理科试验班、数学类(智能科学方向)、物理学类（集成电路与新能源）、化学类、机械工程、工业设计、智能制造工程、材料类、功能材料、电子信息类、人工智能、计算机类、数据科学与大数据技术、纺织工程(双学士学位)、服装设计与工程、环境科学与工程类(环境方向）（能源方向）、环境工程(双学士学位)、生物医学工程、生物工程(生物医药方向)、管理科学与工程类	20	44			102（化学）/专业组投档最低分632/专业组投档最低分位次17632	未识别	本科	102（化学）	理科试验班	632	627	637	627-637	按2025投档线
物理	220	25年物理类院校专业组汇总.xlsx	1265	合肥工业大学	物理	本科批	101	化学	628	20262	数学与应用数学、信息与计算科学、地球信息科学与技术、机械设计制造及其自动化、机械设计制造及其自动化（创新实验班）、车辆工程、智能制造工程、材料科学与工程、材料科学与工程（创新实验班）、无机非金属材料工程、高分子材料与工程、电子信息材料、能源与动力工程、电气工程及其自动化、电气工程及其自动化（创新实验班）、电子信息工程、微电子科学与工程、集成电路设计与集成系统、集成电路设计与集成系统（创新实验班）、自动化、计算机科学与技术、信息安全、土木工程、建筑环境与能源应用工程、水利水电工程、水文与水资源工程、测绘工程、遥感科学与技术、化学工程与工艺、勘查技术与工程、食品质量与安全、生物工程	32	44			101（化学）/专业组投档最低分628/专业组投档最低分位次20262	安徽	本科	101（化学）	数学与应用数学	628	623	633	623-633	按2025投档线
物理	221	25年物理类院校专业组汇总.xlsx	1265	合肥工业大学	物理	本科批	102	不限	589	59240	数字经济、金融工程、建筑学(学制5年)、城乡规划(学制5年)、信息管理与信息系统（智能科学创新实验班）、工商管理、电子商务	7	44			102（不限）/专业组投档最低分589/专业组投档最低分位次59240	安徽	本科	102（不限）	数字经济	589	584	594	584-594	按2025投档线
物理	222	25年物理类院校专业组汇总.xlsx	1268	合肥工业大学(宣城校区	物理	本科批	101	化学	619	27239	地球信息科学与技术、生物技术、机械工程、材料成型及控制工程、过程装备与控制工程、新能源材料与器件、电气工程与智能控制、软件工程、华东理工大学、工科试验班（智能与、机器人）、化学类（新工科化学、应用化学（双学士学、位项目）、机械类（机械智能化、实验班）、计算机科学与技术、（双学士学位项目）、化学工程与工艺（双、学士学位项目）、环境工程（双学士学	21	44			101（化学）/专业组投档最低分619/专业组投档最低分位次27239	安徽	本科	101（化学）	地球信息科学与技术	619	614	624	614-624	按2025投档线
物理	223	25年物理类院校专业组汇总.xlsx	1268	合肥工业大学(宣城校区	物理	本科批	102	不限	611	34569	建筑类、经济管理试验班	2	44			102（不限）/专业组投档最低分611/专业组投档最低分位次34569	安徽	本科	102（不限）	建筑类	611	606	616	606-616	按2025投档线
物理	224	25年物理类院校专业组汇总.xlsx	1268	合肥工业大学(宣城校区	物理	本科批	106	化学	631	18242	工科试验班(2)、工科试验班(1)、化学类、智能采矿工程	4	44			106（化学）/专业组投档最低分631/专业组投档最低分位次18242	安徽	本科	106（化学）	工科试验班(2)	631	626	636	626-636	按2025投档线
物理	225	25年物理类院校专业组汇总.xlsx	1268	合肥工业大学(宣城校区	物理	本科批	205	化学	621	25611	材料科学与工程（中外合作办学）、生物医学工程（中外合作办学）	2	44			205（化学）/专业组投档最低分621/专业组投档最低分位次25611	安徽	本科	205（化学）	材料科学与工程（中外合作办学）	621	616	626	616-626	按2025投档线
物理	226	25年物理类院校专业组汇总.xlsx	1270	河海大学	物理	本科批	101	化学	649	8687	计算机类(大禹直升班)、水利类(大禹直升班)	2	45	25		101（化学）/专业组投档最低分649/专业组投档最低分位次8687	江苏	本科	101（化学）	计算机类(大禹直升班)	649	644	654	644-654	按2025投档线
物理	227	25年物理类院校专业组汇总.xlsx	1270	河海大学	物理	本科批	102	化学	629	19599	数学类、应用物理学、自然地理与资源环境、地理信息科学、海洋科学、工程力学、机械工程、智能制造工程、智能制造工程（未来技术班）、材料科学与工程、能源与动力工程、新能源科学与工程、电气工程及其自动化、电子信息工程、通信工程、人工智能、自动化、机器人工程、计算机科学与技术、软件工程、物联网工程、智能科学与技术、土木工程、给排水科学与工程、智能建造、水利水电工程、水文与水资源工程、港口航道与海岸工程、水务工程、智慧水利、测绘工程、遥感科学与技术、地质工程、交通工程、船舶与海洋工程、海洋资源开发技术、农业水利工程、土地整治工程、环境工程、环境科学、环境生态工程、安全工程	42	45	25		102（化学）/专业组投档最低分629/专业组投档最低分位次19599	江苏	本科	102（化学）	数学类	629	624	634	624-634	按2025投档线
物理	228	25年物理类院校专业组汇总.xlsx	1270	河海大学	物理	本科批	103	不限	622	24764	金融工程、信息管理与信息系统、工程管理（工程数智创新班）、大数据管理与应用、应急管理	5	45	25		103（不限）/专业组投档最低分622/专业组投档最低分位次24764	江苏	本科	103（不限）	金融工程	622	617	627	617-627	按2025投档线
物理	229	25年物理类院校专业组汇总.xlsx	1270	河海大学	物理	本科批	201	化学	604	41663	机械工程(中外合作办学)、土木工程(中外合作办学)	2	45	25		201（化学）/专业组投档最低分604/专业组投档最低分位次41663	江苏	本科	201（化学）	机械工程(中外合作办学)	604	599	609	599-609	按2025投档线
物理	230	25年物理类院校专业组汇总.xlsx	1275	华东理工大学	物理	本科批	101	化学	637	14500	工科试验班(智慧化工)、工科试验班(生物医药)、工科试验班(能源与环境)、工科试验班（智能与机器人）、数学类、物理学类、化学类（新工科化学实验班）、化学类(智创化学实验班)、应用化学（双学士学位项目）、机械类（机械智能化实验班）、工业设计、材料类(新材料实验班)、电子信息类、计算机类、计算机科学与技术（双学士学位项目）、化学工程与工艺（双学士学位项目）、环境工程（双学士学位项目）、生物工程类、药学(创新实验班)、管理科学与工程类	20	45	25		101（化学）/专业组投档最低分637/专业组投档最低分位次14500	未识别	本科	101（化学）	工科试验班(智慧化工)	637	632	642	632-642	按2025投档线
物理	231	25年物理类院校专业组汇总.xlsx	1275	华东理工大学	物理	本科批	102	不限	637	14500	工商管理类	1	45	25		102（不限）/专业组投档最低分637/专业组投档最低分位次14500	未识别	本科	102（不限）	工商管理类	637	632	642	632-642	按2025投档线
物理	232	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	101	化学	662	4316	工科试验班（AI先进技术拔尖班）、工科试验班(卓越人才班)、工科试验班(院士特色班)、工科试验班（理工交义创新班）	4	45	25		101（化学）/专业组投档最低分662/专业组投档最低分位次4316	未识别	本科	101（化学）	工科试验班（AI先进技术拔尖班）	662	657	667	657-667	按2025投档线
物理	233	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	102	不限	603	42712	经济学、物流管理(数智物流)	2	45	25		102（不限）/专业组投档最低分603/专业组投档最低分位次42712	未识别	本科	102（不限）	经济学	603	598	608	598-608	按2025投档线
物理	234	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	102	化学	659	5147	工科试验班（智能装备与先进制造）、工科试验班(先进材料)、工科试验班（智慧化工与低碳工程）、电气类、电子科学与技术、信息工程、计算机类	7	45	25		102（化学）/专业组投档最低分659/专业组投档最低分位次5147	未识别	本科	102（化学）	工科试验班（智能装备与先进制造）	659	654	664	654-664	按2025投档线
物理	235	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	103	化学	654	6779	工科试验班（AI与低空技术）、工科试验班（智能交通与数字建造）、工科试验班（生命科学与健康工程）、数学类、物理学类、自动化（双学士学位复合型人才培养项目）、软件工程	7	45	25		103（化学）/专业组投档最低分654/专业组投档最低分位次6779	未识别	本科	103（化学）	工科试验班（AI与低空技术）	654	649	659	649-659	按2025投档线
物理	236	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	104	不限	652	7511	会计学、大数据管理与应用	2	45	25		104（不限）/专业组投档最低分652/专业组投档最低分位次7511	未识别	本科	104（不限）	会计学	652	647	657	647-657	按2025投档线
物理	237	25年物理类院校专业组汇总.xlsx	1280	华南理工大学	物理	本科批	201	化学	632	17632	工业设计(中外合作办学)、专业组（再选科自）/专业、资源勘查工程（油气、与清洁地质能源）、石油工程（碳中和能、能源经济（新能源工、程双学士学位）	7	45	25		201（化学）/专业组投档最低分632/专业组投档最低分位次17632	未识别	本科	201（化学）	工业设计(中外合作办学)	632	627	637	627-637	按2025投档线
物理	238	25年物理类院校专业组汇总.xlsx	1285	大连海事大学	物理	本科批	103	不限	607	38498	法学、英语、工商管理类、公共管理类、海事管理	5	46	26		103（不限）/专业组投档最低分607/专业组投档最低分位次38498	辽宁	本科	103（不限）	法学	607	602	612	602-612	按2025投档线
物理	239	25年物理类院校专业组汇总.xlsx	1285	大连海事大学	物理	本科批	104	化学	625	22450	数学类、应用物理学、地理信息科学、机械类、电子信息类、人工智能、自动化类、计算机类、物联网工程、交通运输类、轮机工程(陆上专业)、环境科学与工程类	12	46	26		104（化学）/专业组投档最低分625/专业组投档最低分位次22450	辽宁	本科	104（化学）	数学类	625	620	630	620-630	按2025投档线
物理	240	25年物理类院校专业组汇总.xlsx	1285	大连海事大学	物理	本科批	202	化学	573	81337	机械设计制造及其自动化（中外合作办学）、电子信息工程（中外合作办学）、土木工程(中外合作办学)	3	46	26		202（化学）/专业组投档最低分573/专业组投档最低分位次81337	辽宁	本科	202（化学）	机械设计制造及其自动化（中外合作办学）	573	568	578	568-578	按2025投档线
物理	241	25年物理类院校专业组汇总.xlsx	1285	大连海事大学	物理	本科批	203	不限	600	45887	法学(中外合作办学)	1	46	26		203（不限）/专业组投档最低分600/专业组投档最低分位次45887	辽宁	本科	203（不限）	法学(中外合作办学)	600	595	605	595-605	按2025投档线
物理	242	25年物理类院校专业组汇总.xlsx	1290	上海交通大学	物理	本科批	101	化学	698		电子信息类（计算机永强试验班）	1	46	26	最低位次缺失	101（化学）/专业组投档最低分698/专业组投档最低分位次151	上海	本科	101（化学）	电子信息类（计算机永强试验班）	698	693	703	693-703	按2025投档线
物理	243	25年物理类院校专业组汇总.xlsx	1290	上海交通大学	物理	本科批	102	化学	691		工科试验班类（信息类）、工科试验班类(机电类)、理科试验班类（数学方向、含双学士学位项目）、金融学（含金融学）计算机双学士学位项目）、机械类（钱学森工程科学试点班、材料科学与工程（徐祖耀荣誉班）、电子信息类（IEEE试点班、电子信息类（集成电路英才班）、人工智能（拔尖英才试点班）	10	46	26	最低位次缺失	102（化学）/专业组投档最低分691/专业组投档最低分位次380	上海	本科	102（化学）	工科试验班类（信息类）	691	686	696	686-696	按2025投档线
物理	244	25年物理类院校专业组汇总.xlsx	1290	上海交通大学	物理	本科批	903	化学	674	1917	自然科学试验班、核工程与核技术、自然保护与环境生态类（含双学土学位项目）	3	46	26		903（化学）/专业组投档最低分674/专业组投档最低分位次1917	上海	本科	903（化学）	自然科学试验班	674	669	679	669-679	按2025投档线
物理	245	25年物理类院校专业组汇总.xlsx	1295	中国石油大学(北京	物理	本科批	101	化学	632	17632	数学与应用数学、应用化学、地球物理学(智能探测)、机械类、过程装备与控制工程、材料科学与工程、能源与动力工程、新能源科学与工程、储能科学与工程、电子信息工程专业组（再选科自）/专业、人工智能、自动化、计算机科学与技术、化学工程与工艺、能源化学工程、勘查技术与工程、资源勘查工程（油气与清洁地质能源）、石油工程、石油工程（碳中和能源创新班）、油气储运工程、海洋油气工程、碳储科学与工程、环境工程、安全工程	24	46	26		101（化学）/专业组投档最低分632/专业组投档最低分位次17632	山东	本科	101（化学）	数学与应用数学	632	627	637	627-637	按2025投档线
物理	246	25年物理类院校专业组汇总.xlsx	1295	中国石油大学(北京	物理	本科批	102	不限	625	22450	经济学类、能源经济（新能源工程双学士学位）、信息管理与信息系统、工商管理类	4	46	26		102（不限）/专业组投档最低分625/专业组投档最低分位次22450	山东	本科	102（不限）	经济学类	625	620	630	620-630	按2025投档线
物理	247	25年物理类院校专业组汇总.xlsx	1296	中国石油大学（北京）克拉玛依校区	物理	本科批	101	化学	606	39518	数学与应用数学、统计学、机械设计制造及其自动化、过程装备与控制工程、材料科学与工程、能源与动力工程、新能源科学与工程、人工智能、自动化、计算机类、化学工程与工艺、能源化学工程、勘查技术与工程、资源勘查工程、石油工程、油气储运工程、环境工程（油气生产加工环境保护）、安全工程	18	46	26		101（化学）/专业组投档最低分606/专业组投档最低分位次39518	山东	本科	101（化学）	数学与应用数学	606	601	611	601-611	按2025投档线
物理	248	25年物理类院校专业组汇总.xlsx	1296	中国石油大学（北京）克拉玛依校区	物理	本科批	101	化学	623	23980	数学类、应用物理学、应用化学、地球物理学、地球物理学(双学士学位)、地质学、工程力学、机械类(智能装备工程)、过程装备与控制工程、测控技术与仪器、智能感知工程、材料类、材料类(拔尖班)、录敢录取录取、专业组（再珠科印/专业）、化、学制5年）	17	46	26		101（化学）/专业组投档最低分623/专业组投档最低分位次23980	山东	本科	101（化学）	数学类	623	618	628	618-628	按2025投档线
物理	249	25年物理类院校专业组汇总.xlsx	1296	中国石油大学（北京）克拉玛依校区	物理	本科批	102	不限	590	57947	经济学、金融学、英语（语言与计算科学)、俄语(石油与天然气工程)、会计学	5	46	26		102（不限）/专业组投档最低分590/专业组投档最低分位次57947	山东	本科	102（不限）	经济学	590	585	595	585-595	按2025投档线
物理	250	25年物理类院校专业组汇总.xlsx	1305	天津大学	物理	本科批	101	化学	660	4874	工科试验班（智能制造与建造）、工科试验班（未来技术学院）、工科试验班（智能与计算类）、工科试验班（电子科学技术类）、工科试验班（智慧化工与绿色低碳类）	5	47	27		101（化学）/专业组投档最低分660/专业组投档最低分位次4874	天津	本科	101（化学）	工科试验班（智能制造与建造）	660	655	665	655-665	按2025投档线
物理	251	25年物理类院校专业组汇总.xlsx	1305	天津大学	物理	本科批	102	不限	619	27239	管理科学与工程类	1	47	27		102（不限）/专业组投档最低分619/专业组投档最低分位次27239	天津	本科	102（不限）	管理科学与工程类	619	614	624	614-624	按2025投档线
物理	252	25年物理类院校专业组汇总.xlsx	1305	天津大学	物理	本科批	102	化学	655	6441	工科试验班(电气信息类)、工科试验班（合成生物与生物制造）、工科试验班（精仪与光电信息类）、工科试验班（新材料与加工技术类）、医学试验班(新医科)	5	47	27		102（化学）/专业组投档最低分655/专业组投档最低分位次6441	天津	本科	102（化学）	工科试验班(电气信息类)	655	650	660	650-660	按2025投档线
物理	253	25年物理类院校专业组汇总.xlsx	1305	天津大学	物理	本科批	103	不限	612	33569	英语、建筑学(学制5年)、会计学	3	47	27		103（不限）/专业组投档最低分612/专业组投档最低分位次33569	天津	本科	103（不限）	英语	612	607	617	607-617	按2025投档线
物理	254	25年物理类院校专业组汇总.xlsx	1310	同济大学	物理	本科批	103	化学	669	2741	工科试验班(国豪精英班)、工科试验班(卓越计划班)、工科试验班（智慧建造与低碳环境类）、工科试验班（智能化制造与新能源类）、工科试验班(信息类)、理科试验班	6	47	27		103（化学)/专业组投档最低分669/专业组投档最低分位次2741	未识别	本科	103（化学）	工科试验班(国豪精英班)	669	664	674	664-674	按2025投档线
物理	255	25年物理类院校专业组汇总.xlsx	1310	同济大学	物理	本科批	104	化学	662	4316	医学试验班（国豪精英班、学制5年）专业组（再珠科印/专业）、医学试验班（学制5年）、临床医学（5+3一体化、学制5年）	5	47	27		104（化学）/专业组投档最低分662/专业组投档最低分位次4316	未识别	本科	104（化学）	医学试验班（国豪精英班	662	657	667	657-667	按2025投档线
物理	256	25年物理类院校专业组汇总.xlsx	1310	同济大学	物理	本科批	201	化学	661	4578	机械类(中外合作办学)	1	47	27		201（化学）/专业组投档最低分661/专业组投档最低分位次4578	未识别	本科	201（化学）	机械类(中外合作办学)	661	656	666	656-666	按2025投档线
物理	257	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	103	化学	652	7511	材料科学与工程（珠峰实验班）	1	47	27		103（化学）/专业组投档最低分652/专业组投档最低分位次7511	湖北	本科	103（化学）	材料科学与工程（珠峰实验班）	652	647	657	647-657	按2025投档线
物理	258	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	104	化学	651	7914	机械工程（卓越实验班)、通信工程(卓越实验班)	2	47	27		104（化学）/专业组投档最低分651/专业组投档最低分位次7914	湖北	本科	104（化学）	机械工程（卓越实验班)	651	646	656	646-656	按2025投档线
物理	259	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	105	化学	637	14500	数字经济、数学类、地理信息科学、机械类（车辆）、机械类(智能制造)、机械设计制造及其自动化、工业设计、车辆工程（智能新能源汽车博学实验班）、材料类、能源与动力工程（新能源动力）、电子信息类、电子信息类(含交叉力学)、微电子科学与工程、人工智能、自动化类、计算机类、土木类、道路桥梁与渡河工程、导航工程、化工与制药类（含生物方向）、交通运输类、船舶与海洋工程、环境科学与工程类、建筑学（学制5年)、管理科学与工程类(大数据与智慧安全应急、信息管理与信息系统、海事管理、物流工程	28	47	27		105（化学）/专业组投档最低分637/专业组投档最低分位次14500	湖北	本科	105（化学）	数字经济	637	632	642	632-642	按2025投档线
物理	260	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	208	化学	631	18242	车辆工程（中外合作办学）	1	47	27		208（化学）/专业组投档最低分631/专业组投档最低分位次18242	湖北	本科	208（化学）	车辆工程（中外合作办学）	631	626	636	626-636	按2025投档线
物理	261	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	209	化学	611	34569	生物科学类（中外合作办学）	1	47	27		209（化学）/专业组投档最低分611/专业组投档最低分位次34569	湖北	本科	209（化学）	生物科学类（中外合作办学）	611	606	616	606-616	按2025投档线
物理	262	25年物理类院校专业组汇总.xlsx	1315	武汉理工大学	物理	本科批	210	不限	621	25611	金融学（中外合作办学)	1	47	27		210（不限）/专业组投档最低分621/专业组投档最低分位次25611	湖北	本科	210（不限）	金融学（中外合作办学)	621	616	626	616-626	按2025投档线
物理	263	25年物理类院校专业组汇总.xlsx	1320	西安电子科技大学	物理	本科批	101	化学	652	7511	数学类（数学、统计与信息、计算机科学深度融合培养）、材料类（电子材料与微纳器件）、电子信息类(通信）、电子信息类(电子工程)、电子信息类（电子科学、信息物理、空天信息、电子信息类（集成电路)、电子信息类(创新实验班)、电子信息类（卓越计划实验班）、机械设计制造及其自、动化（中外合作办学）、材料科学与工程（中、外合作办学）、高分子材料与工程、（中外合作办学）、电子信息工程（中外、合作办学）、计算机科学与技术、智能科学与技术（AI、拔尖人才实验班）、尖人才实验班）·28·、自动化类（智能制造及智能测控）、计算机类(网络安全)、计算机类、计算机类(创新实验班)、计算机类(智能)、计算机科学与技术（国家拔尖基地班）	30	47	27		101（化学）/专业组投档最低分652/专业组投档最低分位次7511	陕西	本科	101（化学）	数学类（数学	652	647	657	647-657	按2025投档线
物理	264	25年物理类院校专业组汇总.xlsx	1320	西安电子科技大学	物理	本科批	102	不限	646	9989	管理科学与工程类（数字化与商务智能融合培养）	1	48	28		102（不限）/专业组投档最低分646/专业组投档最低分位次9989	陕西	本科	102（不限）	管理科学与工程类（数字化与商务智能融合培养）	646	641	651	641-651	按2025投档线
物理	265	25年物理类院校专业组汇总.xlsx	1320	西安电子科技大学	物理	本科批	201	化学	632	17632	电子信息工程（中外合作办学）、通信工程(中外合作办学)、数据科学与大数据技术（中外合作办学）	3	48	28		201（化学）/专业组投档最低分632/专业组投档最低分位次17632	陕西	本科	201（化学）	电子信息工程（中外合作办学）	632	627	637	627-637	按2025投档线
物理	266	25年物理类院校专业组汇总.xlsx	1320	西安电子科技大学	物理	本科批	202	不限	623	23980	大数据管理与应用（中外合作办学）	1	48	28		202（不限）/专业组投档最低分623/专业组投档最低分位次23980	陕西	本科	202（不限）	大数据管理与应用（中外合作办学）	623	618	628	618-628	按2025投档线
物理	267	25年物理类院校专业组汇总.xlsx	1325	西南交通大学	物理	本科批	102	化学	638	13941	应用物理学、工程力学、机械类、工业设计、车辆工程、能源动力类、电气工程及其自动化、大功率半导体科学与工程、电子信息类、电子信息工程、通信工程、电子信息科学与技术、自动化、轨道交通信号与控制、信息安全、土木工程、制药工程、飞行器设计与工程、建筑类、建筑学(学制5年)、生物工程、工程造价	22	48	28		102（化学)/专业组投档最低分638/专业组投档最低分位次13941	四川	本科	102（化学）	应用物理学	638	633	643	633-643	按2025投档线
物理	268	25年物理类院校专业组汇总.xlsx	1325	西南交通大学	物理	本科批	103	化学	627	20939	经济与贸易类、数学与应用数学、化学、应用心理学、统计学、智能制造工程、材料类、高分子材料与工程、新能源科学与工程、人工智能、计算机类、数据科学与大数据技术、智能建造、测绘类、地质工程、交通运输类、智慧交通、环境工程、生物医学工程、城市设计、安全工程、消防工程、工商管理类、物流管理与工程类	24	48	28		103（化学）/专业组投档最低分627/专业组投档最低分位次20939	四川	本科	103（化学）	经济与贸易类	627	622	632	622-632	按2025投档线
物理	269	25年物理类院校专业组汇总.xlsx	1325	西南交通大学	物理	本科批	201	化学	589	59240	环境工程(中外合作办学)、安全工程(中外合作办学)	2	48	28		201（化学）/专业组投档最低分589/专业组投档最低分位次59240	四川	本科	201（化学）	环境工程(中外合作办学)	589	584	594	584-594	按2025投档线
物理	270	25年物理类院校专业组汇总.xlsx	1325	西南交通大学	物理	本科批	202	化学	590	57947	机械设计制造及其自动化（中外合作办学）、工业设计(中外合作办学)、材料科学与工程（中外合作办学）、高分子材料与工程（中外合作办学）、电子信息工程（中外合作办学）、计算机科学与技术（中外合作办学）、土木工程(中外合作办学)	7	48	28		202（化学）/专业组投档最低分590/专业组投档最低分位次57947	四川	本科	202（化学）	机械设计制造及其自动化（中外合作办学）	590	585	595	585-595	按2025投档线
物理	271	25年物理类院校专业组汇总.xlsx	1330	中国海洋大学	物理	本科批	101	化学	639	13404	数学类、声学、化学、大气科学、海洋科学、海洋技术、海洋资源与环境、地质学、生物科学类、机械设计制造及其自动化、工业设计、材料类、电子信息类、光电信息科学与工程、自动化、计算机类、土木工程、港口航道与海岸工程、化学工程与工艺、勘查技术与工程、轮机工程、船舶与海洋工程、环境工程、环境科学、食品科学与工程类、水产养殖学、药学	27	48	28		101（化学）/专业组投档最低分639/专业组投档最低分位次13404	山东	本科	101（化学）	数学类	639	634	644	634-644	按2025投档线
物理	272	25年物理类院校专业组汇总.xlsx	1330	中国海洋大学	物理	本科批	104	不限	628	20262	经济学、金融学、国际经济与贸易、新闻传播学类、市场营销(数智营销管理）、财务管理、物流管理	7	48	28		104（不限）/专业组投档最低分628/专业组投档最低分位次20262	山东	本科	104（不限）	经济学	628	623	633	623-633	按2025投档线
物理	273	25年物理类院校专业组汇总.xlsx	1330	中国海洋大学	物理	本科批	122	化学	655	6441	智能科学与技术（AI拔尖人才实验班）	1	48	28		122（化学）/专业组投档最低分655/专业组投档最低分位次6441	山东	本科	122（化学）	智能科学与技术（AI拔尖人才实验班）	655	650	660	650-660	按2025投档线
物理	274	25年物理类院校专业组汇总.xlsx	1330	中国海洋大学	物理	本科批	123	化学	642	11842	食品营养与健康（拔尖人才实验班）	1	48	28		123（化学）/专业组投档最低分642/专业组投档最低分位次11842	山东	本科	123（化学）	食品营养与健康（拔尖人才实验班）	642	637	647	637-647	按2025投档线
物理	275	25年物理类院校专业组汇总.xlsx	1330	中国海洋大学	物理	本科批	202	化学	626	21686	海洋科学(中外合作办学)、·29·、绿服、术学院）、环境科学与工程类、（环境地球科学类）、地下水科学与工程、（中外合作办学）、计算机科学与技术、（中外合作办学、方向）、动化（中外合作办学）、地理空间信息工程、中国矿业大学（北京）	14	48	28		202（化学）/专业组投档最低分626/专业组投档最低分位次21686	山东	本科	202（化学）	海洋科学(中外合作办学)	626	621	631	621-631	按2025投档线
