source_subject	source_row_no	source_file	school_code	school_name	subject_type	batch_name	major_group	elective_subject	group_min_score	min_rank	majors	major_count	pdf_page	book_page	review_note	raw_group_line	school_province	school_level	major_group_full	major_category	predict_score	predict_low	predict_high	predict_range	confidence
物理	1	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	105	不限	609	36486	英语、运动康复、智能体育工程	3	32			105（不限）/专业组投档最低分609/专业组投档最低分位次36486	北京	本科	105（不限）	英语	609	604	614	604-614	按2025投档线
物理	2	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	106	不限	608	37473	体育经济与管理	1	32			106（不限）/专业组投档最低分608/专业组投档最低分位次37473	北京	本科	106（不限）	体育经济与管理	608	603	613	603-613	按2025投档线
物理	3	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	107	化学	625	22450	数据科学与大数据技术	1	32			107（化学）/专业组投档最低分625/专业组投档最低分位次22450	北京	本科	107（化学）	数据科学与大数据技术	625	620	630	620-630	按2025投档线
物理	4	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	108	不限	611	34569	运动人体科学、应用心理学	2	32			108（不限）/专业组投档最低分611/专业组投档最低分位次34569	北京	本科	108（不限）	运动人体科学	611	606	616	606-616	按2025投档线
物理	5	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	109	化学	609	36486	康复物理治疗	1	32			109（化学）/专业组投档最低分609/专业组投档最低分位次36486	北京	本科	109（化学）	康复物理治疗	609	604	614	604-614	按2025投档线
物理	6	25年物理类院校专业组汇总.xlsx	0001	北京体育大学	物理	本科批	210	不限	545	126477	休闲体育(中外合作办学)、旅游管理(中外合作办学)	2	32			210（不限）/专业组投档最低分545/专业组投档最低分位次126477	北京	本科	210（不限）	休闲体育(中外合作办学)	545	540	550	540-550	按2025投档线
物理	7	25年物理类院校专业组汇总.xlsx	0005	首都体育学院	物理	本科批	101	不限	535	143976	新闻学（体育新闻方向)、公共事业管理（体育管理方向）	2	32			101（不限）/专业组投档最低分535/专业组投档最低分位次143976	未识别	本科	101（不限）	新闻学（体育新闻方向)	535	530	540	530-540	按2025投档线
物理	8	25年物理类院校专业组汇总.xlsx	0005	首都体育学院	物理	本科批	102	不限	548	121209	运动人体科学、运动康复	2	32			102（不限）/专业组投档最低分548/专业组投档最低分位次121209	未识别	本科	102（不限）	运动人体科学	548	543	553	543-553	按2025投档线
物理	9	25年物理类院校专业组汇总.xlsx	0006	天津体育学院	物理	本科批	102	不限	525	162191	运动人体科学、运动康复、新闻学、应用心理学、大数据管理与应用	5	32			102（不限）/专业组投档最低分525/专业组投档最低分位次162191	天津	本科	102（不限）	运动人体科学	525	520	530	520-530	按2025投档线
物理	10	25年物理类院校专业组汇总.xlsx	0006	天津体育学院	物理	本科批	103	化学	538	138722	康复治疗学	1	32			103（化学）/专业组投档最低分538/专业组投档最低分位次138722	天津	本科	103（化学）	康复治疗学	538	533	543	533-543	按2025投档线
物理	11	25年物理类院校专业组汇总.xlsx	0009	沈阳体育学院	物理	本科批	101	不限	493	223265	运动康复、新闻学、体育经济与管理	3	32			101（不限）/专业组投档最低分493/专业组投档最低分位次223265	辽宁	本科	101（不限）	运动康复	493	488	498	488-498	按2025投档线
物理	12	25年物理类院校专业组汇总.xlsx	0010	吉林体育学院	物理	本科批	101	不限	499	211621	智慧健康养老管理	1	32			101（不限）/专业组投档最低分499/专业组投档最低分位次211621	吉林	本科	101（不限）	智慧健康养老管理	499	494	504	494-504	按2025投档线
物理	13	25年物理类院校专业组汇总.xlsx	0010	吉林体育学院	物理	本科批	102	不限	521	169654	康复治疗	1	32			102（不限）/专业组投档最低分521/专业组投档最低分位次169654	吉林	本科	102（不限）	康复治疗	521	516	526	516-526	按2025投档线
物理	14	25年物理类院校专业组汇总.xlsx	0012	P哈尔滨体育学院	物理	本科批	101	不限	494	221305	运动康复	1	32			101（不限）/专业组投档最低分494/专业组投档最低分位次221305	黑龙江	本科	101（不限）	运动康复	494	489	499	489-499	按2025投档线
物理	15	25年物理类院校专业组汇总.xlsx	0012	P哈尔滨体育学院	物理	本科批	102	不限	483	242790	运动人体科学	1	32			102（不限）/专业组投档最低分483/专业组投档最低分位次242790	黑龙江	本科	102（不限）	运动人体科学	483	478	488	478-488	按2025投档线
物理	16	25年物理类院校专业组汇总.xlsx	0012	P哈尔滨体育学院	物理	本科批	103	不限	483	242790	体育经济与管理	1	32			103（不限）/专业组投档最低分483/专业组投档最低分位次242790	黑龙江	本科	103（不限）	体育经济与管理	483	478	488	478-488	按2025投档线
物理	17	25年物理类院校专业组汇总.xlsx	0015	上海体育大学	物理	本科批	103	不限	592	55298	工商管理类	1	32			103（不限）/专业组投档最低分592/专业组投档最低分位次55298	上海	本科	103（不限）	工商管理类	592	587	597	587-597	按2025投档线
物理	18	25年物理类院校专业组汇总.xlsx	0015	上海体育大学	物理	本科批	104	化学	605	40609	数据科学与大数据技术	1	32			104（化学）/专业组投档最低分605/专业组投档最低分位次40609	上海	本科	104（化学）	数据科学与大数据技术	605	600	610	600-610	按2025投档线
物理	19	25年物理类院校专业组汇总.xlsx	0015	上海体育大学	物理	本科批	105	化学	581	69871	医学技术类	1	32			105（化学）/专业组投档最低分581/专业组投档最低分位次69871	上海	本科	105（化学）	医学技术类	581	576	586	576-586	按2025投档线
物理	20	25年物理类院校专业组汇总.xlsx	0015	上海体育大学	物理	本科批	106	化学	585	64425	应用心理学	1	32			106（化学）/专业组投档最低分585/专业组投档最低分位次64425	上海	本科	106（化学）	应用心理学	585	580	590	580-590	按2025投档线
物理	21	25年物理类院校专业组汇总.xlsx	0015	上海体育大学	物理	本科批	107	化学	577	75584	运动能力开发	1	32			107（化学）/专业组投档最低分577/专业组投档最低分位次75584	上海	本科	107（化学）	运动能力开发	577	572	582	572-582	按2025投档线
物理	22	25年物理类院校专业组汇总.xlsx	0019	武汉体育学院	物理	本科批	101	不限	529	154977	运动康复、应用心理学、体育经济与管理	3	32			101（不限）/专业组投档最低分529/专业组投档最低分位次154977	湖北	本科	101（不限）	运动康复	529	524	534	524-534	按2025投档线
物理	23	25年物理类院校专业组汇总.xlsx	0019	武汉体育学院	物理	本科批	102	不限	524	164057	教育技术学、智能体育工程、信息管理与信息系统	3	32			102（不限）/专业组投档最低分524/专业组投档最低分位次164057	湖北	本科	102（不限）	教育技术学	524	519	529	519-529	按2025投档线
物理	24	25年物理类院校专业组汇总.xlsx	0019	武汉体育学院	物理	本科批	103	化学	541	133317	数据科学与大数据技术、中医骨伤科学（学制5年）、康复治疗学	3	32			103（化学）/专业组投档最低分541/专业组投档最低分位次133317	湖北	本科	103（化学）	数据科学与大数据技术	541	536	546	536-546	按2025投档线
物理	25	25年物理类院校专业组汇总.xlsx	0021	广州体育学院	物理	本科批	103	不限	541	133317	经济学	1	32			103（不限）/专业组投档最低分541/专业组投档最低分位次133317	广东	本科	103（不限）	经济学	541	536	546	536-546	按2025投档线
物理	26	25年物理类院校专业组汇总.xlsx	0023	成都体育学院	物理	本科批	102	不限	560	101279	中医学（学制5年）、中医骨伤科学（学制5年）	2	32			102（不限）/专业组投档最低分560/专业组投档最低分位次101279	四川	本科	102（不限）	中医学（学制5年）	560	555	565	555-565	按2025投档线
物理	27	25年物理类院校专业组汇总.xlsx	0023	成都体育学院	物理	本科批	103	化学	546	124772	康复治疗学	1	32			103（化学）/专业组投档最低分546/专业组投档最低分位次124772	四川	本科	103（化学）	康复治疗学	546	541	551	541-551	按2025投档线
物理	28	25年物理类院校专业组汇总.xlsx	0023	成都体育学院	物理	本科批	104	不限	536	142192	运动人体科学	1	32			104（不限）/专业组投档最低分536/专业组投档最低分位次142192	四川	本科	104（不限）	运动人体科学	536	531	541	531-541	按2025投档线
物理	29	25年物理类院校专业组汇总.xlsx	0023	成都体育学院	物理	本科批	105	不限	536	142192	经济学	1	32			105（不限）/专业组投档最低分536/专业组投档最低分位次142192	四川	本科	105（不限）	经济学	536	531	541	531-541	按2025投档线
物理	30	25年物理类院校专业组汇总.xlsx	0025	西安体育学院	物理	本科批	101	化学	531	151364	康复治疗学	1	32			101（化学）/专业组投档最低分531/专业组投档最低分位次151364	陕西	本科	101（化学）	康复治疗学	531	526	536	526-536	按2025投档线
物理	31	25年物理类院校专业组汇总.xlsx	0110	中国人民公安大学	物理	本科批	101	不限	627	20939	法学、人数平均袋	2	32			101（不限）/专业组投档最低分627/专业组投档最低分位次20939	未识别	本科	101（不限）	法学	627	622	632	622-632	按2025投档线
物理	32	25年物理类院校专业组汇总.xlsx	0120	中国人民警察大学	物理	本科批	101	思想政治	567	90232	消防指挥	1	33	13		101（思想政治）/专业组投档最低分567/专业组投档最低分位次90232	未识别	本科	101（思想政治）	消防指挥	567	562	572	562-572	按2025投档线
物理	33	25年物理类院校专业组汇总.xlsx	0120	中国人民警察大学	物理	本科批	102	化学	571	84302	电子信息工程（智慧消防方向）、消防工程、抢险救援指挥与技术、火灾勘查、核生化消防	5	33	13		102（化学）/专业组投档最低分571/专业组投档最低分位次84302	未识别	本科	102（化学）	电子信息工程（智慧消防方向）	571	566	576	566-576	按2025投档线
物理	34	25年物理类院校专业组汇总.xlsx	0120	中国人民警察大学	物理	本科批	103	不限	569	87297	海外安全管理	1	33	13		103（不限）/专业组投档最低分569/专业组投档最低分位次87297	未识别	本科	103（不限）	海外安全管理	569	564	574	564-574	按2025投档线
物理	35	25年物理类院校专业组汇总.xlsx	0175	中国科学院大学	物理	本科批	101	化学	685		数学与应用数学、物理学、化学、天文学、人文地理与城乡规划、生物科学、心理学	7	33	13	最低位次缺失	101（化学）/专业组投档最低分685/专业组投档最低分位次695	北京	本科	101（化学）	数学与应用数学	685	680	690	680-690	按2025投档线
物理	36	25年物理类院校专业组汇总.xlsx	0175	中国科学院大学	物理	本科批	102	化学	686		理论与应用力学、材料科学与工程、电气工程及其自动化、电子信息工程、人工智能、计算机科学与技术、网络空间安全、环境科学	8	33	13	最低位次缺失	102（化学）/专业组投档最低分686/专业组投档最低分位次627	北京	本科	102（化学）	理论与应用力学	686	681	691	681-691	按2025投档线
物理	37	25年物理类院校专业组汇总.xlsx	0191	中国社会科学院大学	物理	本科批	103	不限	636	15066	经济学、金融学、法学	3	33	13		103（不限）/专业组投档最低分636/专业组投档最低分位次15066	未识别	本科	103（不限）	经济学	636	631	641	631-641	按2025投档线
物理	38	25年物理类院校专业组汇总.xlsx	0195	上海海关学院	物理	本科批	101	不限	616	29930	经济统计学	1	33	13		101（不限）/专业组投档最低分616/专业组投档最低分位次29930	上海	本科	101（不限）	经济统计学	616	611	621	611-621	按2025投档线
物理	39	25年物理类院校专业组汇总.xlsx	0195	上海海关学院	物理	本科批	102	化学	622	24764	数据科学与大数据技术	1	33	13		102（化学）/专业组投档最低分622/专业组投档最低分位次24764	上海	本科	102（化学）	数据科学与大数据技术	622	617	627	617-627	按2025投档线
物理	40	25年物理类院校专业组汇总.xlsx	0305	国防科技大学	物理	本科批	101	化学	661	4578	大气科学类、理论与应用力学（航天力学拔尖班）、电子信息类、自动化类、计算机类、计算机科学与技术（天河拔尖班）、航空航天类	7	33	13		101（化学）/专业组投档最低分661/专业组投档最低分位次4578	未识别	本科	101（化学）	大气科学类	661	656	666	656-666	按2025投档线
物理	41	25年物理类院校专业组汇总.xlsx	0445	陆军军医大学	物理	本科批	101	化学	614	31705	临床医学(学制5年)、口腔医学（学制5年）、预防医学（学制5年)	3	33	13		101（化学）/专业组投档最低分614/专业组投档最低分位次31705	未识别	本科	101（化学）	临床医学(学制5年)	614	609	619	609-619	按2025投档线
物理	42	25年物理类院校专业组汇总.xlsx	0445	陆军军医大学	物理	本科批	102	化学	610	35524	生物医学工程、药学、医学检验技术	3	33	13		102（化学）/专业组投档最低分610/专业组投档最低分位次35524	未识别	本科	102（化学）	生物医学工程	610	605	615	605-615	按2025投档线
物理	43	25年物理类院校专业组汇总.xlsx	0450	空军军医大学	物理	本科批	101	化学	633	16998	临床医学(学制5年)、口腔医学（学制5年）	2	33	13		101（化学）/专业组投档最低分633/专业组投档最低分位次16998	未识别	本科	101（化学）	临床医学(学制5年)	633	628	638	628-638	按2025投档线
物理	44	25年物理类院校专业组汇总.xlsx	0450	空军军医大学	物理	本科批	102	化学	621	25611	生物技术、生物医学工程、药学	3	33	13		102（化学）/专业组投档最低分621/专业组投档最低分位次25611	未识别	本科	102（化学）	生物技术	621	616	626	616-626	按2025投档线
物理	45	25年物理类院校专业组汇总.xlsx	0450	空军军医大学	物理	本科批	103	化学	605	40609	护理学	1	33	13		103（化学）/专业组投档最低分605/专业组投档最低分位次40609	未识别	本科	103（化学）	护理学	605	600	610	600-610	按2025投档线
物理	46	25年物理类院校专业组汇总.xlsx	1100	中央民族大学	物理	本科批	103	不限	627	20939	经济学类、法学类、外国语言文学类、新闻传播学类、工商管理类、数字经济	6	33	13		103（不限）/专业组投档最低分627/专业组投档最低分位次20939	北京	本科	103（不限）	经济学类	627	622	632	622-632	按2025投档线
物理	47	25年物理类院校专业组汇总.xlsx	1100	中央民族大学	物理	本科批	104	化学	637	14500	信息与计算科学、生物科学类、统计学类、纳米材料与技术、电子信息类、光电信息科学与工程、计算机类、环境科学与工程类	8	33	13		104（化学）/专业组投档最低分637/专业组投档最低分位次14500	北京	本科	104（化学）	信息与计算科学	637	632	642	632-642	按2025投档线
物理	48	25年物理类院校专业组汇总.xlsx	1100	中央民族大学	物理	本科批	206	化学	606	39518	环境科学(中外合作办学)	1	33	13		206（化学）/专业组投档最低分606/专业组投档最低分位次39518	北京	本科	206（化学）	环境科学(中外合作办学)	606	601	611	601-611	按2025投档线
物理	49	25年物理类院校专业组汇总.xlsx	1100	中央民族大学	物理	本科批	207	化学	625	22450	数据科学与大数据技术（中外合作办学）	1	33	13		207（化学）/专业组投档最低分625/专业组投档最低分位次22450	北京	本科	207（化学）	数据科学与大数据技术（中外合作办学）	625	620	630	620-630	按2025投档线
物理	50	25年物理类院校专业组汇总.xlsx	1103	中南民族大学	物理	本科批	104	不限	580	71205	社会学、汉语言文学、外国语言文学类、翻译(汉英日)、新闻传播学类、工商管理类、土地资源管理（土地利用工程方向）、电子商务（数智运营与跨境电商方向）	8	33	13		104（不限）/专业组投档最低分580/专业组投档最低分位次71205	未识别	本科	104（不限）	社会学	580	575	585	575-585	按2025投档线
物理	51	25年物理类院校专业组汇总.xlsx	1103	中南民族大学	物理	本科批	105	不限	584	65709	经济学类、法学、法学（数字法学卓越人才实验班）、教育学、应用心理学、数字经济（数字技术应用方向、现代产业学、教育技术学、信息管理与信息系统（数据智能决策系统方向、大数据管理实验班）	10	33	13		105（不限）/专业组投档最低分584/专业组投档最低分位次.65709	未识别	本科	105（不限）	经济学类	584	579	589	579-589	按2025投档线
物理	52	25年物理类院校专业组汇总.xlsx	1103	中南民族大学	物理	本科批	106	化学	592	55298	数学类、化学类、生物科学类、数据科学、机械设计制造及其自动化、材料类、自动化、智能医学工程	8	33	13		106（化学）/专业组投档最低分592/专业组投档最低分位次55298	未识别	本科	106（化学）	数学类	592	587	597	587-597	按2025投档线
物理	53	25年物理类院校专业组汇总.xlsx	1103	中南民族大学	物理	本科批	107	化学	584	65709	人工智能、数学与应用数学（中、外合作办学、邦	4	33	13		107（化学）/专业组投档最低分584/专业组投档最低分位次65709	未识别	本科	107（化学）	人工智能	584	579	589	579-589	按2025投档线
物理	54	25年物理类院校专业组汇总.xlsx	1105	北京大学	物理	本科批	102	化学	697		工科试验班类、理科试验班类(经济)、理科试验班类(光华)、理科试验班类(元培)、数学类、物理学类、化学类、生物科学类、电子信息类、计算机类、信息管理与信息系统	11	34		最低位次缺失	102（化学）/专业组投档最低分697/专业组投档最低分位次186	北京	本科	102（化学）	工科试验班类	697	692	702	692-702	按2025投档线
物理	55	25年物理类院校专业组汇总.xlsx	1106	北京大学医学部	物理	本科批	101	化学	695		临床医学（本博连读、学制8年医）、口腔医学（本博连读	3	34		最低位次缺失	101（化学）/专业组投档最低分695/专业组投档最低分位次241	北京	本科	101（化学）	临床医学（本博连读	695	690	700	690-700	按2025投档线
物理	56	25年物理类院校专业组汇总.xlsx	1106	北京大学医学部	物理	本科批	102	化学	687		基础医学（本博连读、学制8年医）、临床医学(学制5年)、口腔医学(学制5年)、预防医学（本硕连读、学制7年医）、药学（本硕连读、学制6年）	8	34		最低位次缺失	102（化学）/专业组投档最低分687/专业组投档最低分位次566	北京	本科	102（化学）	基础医学（本博连读	687	682	692	682-692	按2025投档线
物理	57	25年物理类院校专业组汇总.xlsx	1106	北京大学医学部	物理	本科批	103	化学	674	1917	护理学	1	34			103（化学）/专业组投档最低分674/专业组投档最低分位次1917	北京	本科	103（化学）	护理学	674	669	679	669-679	按2025投档线
物理	58	25年物理类院校专业组汇总.xlsx	1106	北京大学医学部	物理	本科批	104	不限	686		英语（医学英语、学制5年）	2	34		最低位次缺失	104（不限）/专业组投档最低分686/专业组投档最低分位次627	北京	本科	104（不限）	英语（医学英语	686	681	691	681-691	按2025投档线
物理	59	25年物理类院校专业组汇总.xlsx	1110	中国人民大学	物理	本科批	103	不限	688		法学	1	34		最低位次缺失	103（不限）/专业组投档最低分688/专业组投档最低分位次511	北京	本科	103（不限）	法学	688	683	693	683-693	按2025投档线
物理	60	25年物理类院校专业组汇总.xlsx	1110	中国人民大学	物理	本科批	103	化学	670	2579	数据科学与大数据技术（AI与智慧治理方向）	1	34			103（化学）/专业组投档最低分670/专业组投档最低分位次2579	北京	本科	103（化学）	数据科学与大数据技术（AI与智慧治理方向）	670	665	675	665-675	按2025投档线
物理	61	25年物理类院校专业组汇总.xlsx	1110	中国人民大学	物理	本科批	104	化学	679	1277	理科试验班类（严济慈物理学拔尖人才班）、理科试验班（国民经济与数科创新人才班）、理科试验班（金融与大数据技术创新人才班）、理科试验班（金融学与数学创新人才班）、数学类（经济学与数学创新人才班）、统计学类、人工智能、计算机类、计算机类（图灵计算机拔尖人才班）	9	34			104（化学）/专业组投档最低分679/专业组投档最低分位次1277	北京	本科	104（化学）	理科试验班类（严济慈物理学拔尖人才班）	679	674	684	674-684	按2025投档线
物理	62	25年物理类院校专业组汇总.xlsx	1110	中国人民大学	物理	本科批	201	不限	648	9130	国民经济管理（中外合作办学、统计与数据治理方向）、金融学(中外合作办学)	3	34			201（不限）/专业组投档最低分648/专业组投档最低分位次9130	北京	本科	201（不限）	国民经济管理（中外合作办学	648	643	653	643-653	按2025投档线
物理	63	25年物理类院校专业组汇总.xlsx	1110	中国人民大学	物理	本科批	202	化学	669	2741	数学与应用数学（中外合作办学、人大与索邦	2	34			202（化学）/专业组投档最低分669/专业组投档最低分位次2741	北京	本科	202（化学）	数学与应用数学（中外合作办学	669	664	674	664-674	按2025投档线
物理	64	25年物理类院校专业组汇总.xlsx	1115	清华大学	物理	本科批	101	化学	700		工科试验班（智能制造与装备类）、工科试验班(为先书院)、工科试验班(笃实书院)、工科试验班(水木书院)、工科试验班（无弯书院）、工科试验班(自强书院)、理科试验班(化生类)、理科试验班（新雅书院)、理科试验班（经济、金融与管理）、理科试验班（数理类）、电子信息类、自动化类、计算机类、临床医学类（协和、学制8年医）、临床医学类（卓越医师科学家	17	34		最低位次缺失	101（化学）/专业组投档最低分700/专业组投档最低分位次108	北京	本科	101（化学）	工科试验班（智能制造与装备类）	700	695	705	695-705	按2025投档线
物理	65	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	101	化学	659	5147	理科试验班类（詹天佑试点班信息类）	1	34			101（化学）/专业组投档最低分659/专业组投档最低分位次5147	北京	本科	101（化学）	理科试验班类（詹天佑试点班信息类）	659	654	664	654-664	按2025投档线
物理	66	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	102	化学	658	5456	理科试验班类（詹天佑试点班智能类）	1	34			102（化学）/专业组投档最低分658/专业组投档最低分位次5456	北京	本科	102（化学）	理科试验班类（詹天佑试点班智能类）	658	653	663	653-663	按2025投档线
物理	67	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	103	化学	648	9130	理科试验班、电子信息类、自动化类（智能系统与智能制造）、计算机类、交通运输类	5	34			103（化学）/专业组投档最低分648/专业组投档最低分位次9130	北京	本科	103（化学）	理科试验班	648	643	653	643-653	按2025投档线
物理	68	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	207	化学	632	17632	交通运输（中外合作办学）	1	34			207（化学）/专业组投档最低分632/专业组投档最低分位次17632	北京	本科	207（化学）	交通运输（中外合作办学）	632	627	637	627-637	按2025投档线
物理	69	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	208	化学	631	18242	机械电子工程（中外合作办学）	1	34			208（化学）/专业组投档最低分631/专业组投档最低分位次18242	北京	本科	208（化学）	机械电子工程（中外合作办学）	631	626	636	626-636	按2025投档线
物理	70	25年物理类院校专业组汇总.xlsx	1120	北京交通大学	物理	本科批	209	化学	623	23980	纳米材料与技术（中外合作办学）	1	34			209（化学）/专业组投档最低分623/专业组投档最低分位次23980	北京	本科	209（化学）	纳米材料与技术（中外合作办学）	623	618	628	618-628	按2025投档线
物理	71	25年物理类院校专业组汇总.xlsx	1121	北京交通大学（威海校区	物理	本科批	108	化学	605	40609	电子信息类、计算机类	2	34			108（化学）/专业组投档最低分605/专业组投档最低分位次40609	北京	本科	108（化学）	电子信息类	605	600	610	600-610	按2025投档线
物理	72	25年物理类院校专业组汇总.xlsx	1121	北京交通大学（威海校区	物理	本科批	201	化学	601	44843	通信工程(中外合作办学)、计算机科学与技术（中外合作办学）、环境工程(中外合作办学)	3	34			201（化学）/专业组投档最低分601/专业组投档最低分位次44843	北京	本科	201（化学）	通信工程(中外合作办学)	601	596	606	596-606	按2025投档线
物理	73	25年物理类院校专业组汇总.xlsx	1125	东南大学	物理	本科批	101	化学	673	2061	工科试验班（智慧能源与电气工程）、工科试验班（智能制造与智能系统）、工科试验班(吴健雄班)、电子信息类、计算机类	5	34			101(化学)/专业组投档最低分673/专业组投档最低分位次2061	未识别	本科	101（化学）	工科试验班（智慧能源与电气工程）	673	668	678	668-678	按2025投档线
物理	74	25年物理类院校专业组汇总.xlsx	1125	东南大学	物理	本科批	901	化学	651	7914	建筑类(学制5年)、临床医学类(学制5年)、工科试验班（物质科学与生态）、工科试验班（智慧建造与智能交通）、生物医学工程类、预防医学(学制5年)、华中科技大学、数学与应用数学（拔、尖基地启明实验班）、工程力学（数智力学、启明实验班）、机械设计制造及其自、班)、能源与动力工程（碳、中和启明实验班）、电气工程及其自动化、（智慧能源启明实验班）、电子信息类（集成电、路学院）、电子信息类（未来技、术实验班）、路启明实验班）、人工智能（具身智能	23	34			901（化学）/专业组投档最低分651/专业组投档最低分位次7914	未识别	本科	901（化学）	建筑类(学制5年)	651	646	656	646-656	按2025投档线
物理	75	25年物理类院校专业组汇总.xlsx	1130	复旦大学	物理	本科批	101	化学	690		经济管理试验班（管理科学与商业智能试验班、工科试验班（智能材料与未来能源领军人才班）、工科试验班（智能机器人与先进制造领军人才班）、工科试验班（计算与智能创新学院）、工科试验班（集成电路领军人才班）、工科试验班（相辉学堂香农计划）路与微纳电子创新学院）智能领军人才班）、工科试验班（未来信息领军人才班）、理科试验班（相辉学堂相辉计划）......(、数学类、物理学类(物理英才班)、生物科学类（英才班）、计算机科学与技术（拔尖人才试验班）	12	35	15	最低位次缺失	101（化学）/专业组投档最低分690/专业组投档最低分位次416	未识别	本科	101（化学）	经济管理试验班（管理科学与商业智能试验班	690	685	695	685-695	按2025投档线
物理	76	25年物理类院校专业组汇总.xlsx	1131	复旦大学医学院	物理	本科批	101	化学	693		临床医学（临床医师班、学制8年医）	2	35	15	最低位次缺失	101（化学）/专业组投档最低分693/专业组投档最低分位次313	未识别	本科	101（化学）	临床医学（临床医师班	693	688	698	688-698	按2025投档线
物理	77	25年物理类院校专业组汇总.xlsx	1131	复旦大学医学院	物理	本科批	102	化学	667	3171	临床医学（学制5年）、口腔医学(学制5年)、预防医学(学制5年)、药学	4	35	15		102（化学）/专业组投档最低分667/专业组投档最低分位次3171	未识别	本科	102（化学）	临床医学（学制5年）	667	662	672	662-672	按2025投档线
物理	78	25年物理类院校专业组汇总.xlsx	1135	湖南大学	物理	本科批	104	不限	641	12353	金融学、法学、工商管理、会计学、精算学、大数据管理与应用	6	35	15		104（不限）/专业组投档最低分641/专业组投档最低分位次12353	湖南	本科	104（不限）	金融学	641	636	646	636-646	按2025投档线
物理	79	25年物理类院校专业组汇总.xlsx	1135	湖南大学	物理	本科批	105	化学	650	8281	数学类、应用物理学、量子信息科学、化学类、生物技术、统计学类、工程力学(力学实验班)、工业设计、智能制造工程、智能车辆工程、材料科学与工程、电气工程及其自动化、电子信息工程、电子科学与技术、通信工程、微电子科学与工程、集成电路设计与集成系统、人工智能、自动化、计算机科学与技术（智能实验班）、信息安全、环境科学与工程类	22	35	15		105（化学）/专业组投档最低分650/专业组投档最低分位次8281	湖南	本科	105（化学）	数学类	650	645	655	645-655	按2025投档线
物理	80	25年物理类院校专业组汇总.xlsx	1140	华中科技大学	物理	本科批	101	化学	668	2939	数字经济(AI双学位)、数学类、数学与应用数学（拔尖基地启明实验班）、工程力学（数智力学启明实验班）、机械类、机械设计制造及其自动化（智能制造启明实验、材料类、能源动力类、能源与动力工程（碳中和启明实验班）、电气工程及其自动化（智慧能源启明实验班）、电子信息类（电信学院)、电子信息类（集成电路学院）、电子信息类（未来技术实验班）路启明实验班）、光电信息科学与工程(光电融合芯片启明实验、人工智能（具身智能启明实验班）、自动化类、机器人工程、计算机类(计算机学院)、计算机类（网安学院）、计算机科学与技术（图灵启明实验班）、软件工程、网络空间安全（网安启明实验班）、航空航天类、环境科学与工程类（智慧环境启明实验班）	24	35	15		101（化学）/专业组投档最低分668/专业组投档最低分位次2939	未识别	本科	101（化学）	数字经济(AI双学位)	668	663	673	663-673	按2025投档线
物理	81	25年物理类院校专业组汇总.xlsx	1140	华中科技大学	物理	本科批	102	化学	667	3171	临床医学（学制5年）、临床医学(学制8年医）、临床医学（卓越医师启明实验班、学制5年）	4	35	15		102（化学）/专业组投档最低分667/专业组投档最低分位次3171	未识别	本科	102（化学）	临床医学（学制5年）	667	662	672	662-672	按2025投档线
物理	82	25年物理类院校专业组汇总.xlsx	1140	华中科技大学	物理	本科批	201	化学	624	23204	药学（中外合作办学）、基础医学（学制5年）、医学影像学（学制5年)、预防医学(学制5年)、预防医学（启明实验班、学制5年）、中西医临床医学（学制5年）、药学类、药学（药学科学家启明实验班）、信息管理与信息系统（医学信息）	10	35	15		201（化学）/专业组投档最低分624/专业组投档最低分位次23204	未识别	本科	201（化学）	药学（中外合作办学）	624	619	629	619-629	按2025投档线
物理	83	25年物理类院校专业组汇总.xlsx	1140	华中科技大学	物理	本科批	902	化学	640	12870	法医学（学制5年）	1	35	15		902（化学）/专业组投档最低分640/专业组投档最低分位次12870	未识别	本科	902（化学）	法医学（学制5年）	640	635	645	635-645	按2025投档线
物理	84	25年物理类院校专业组汇总.xlsx	1140	华中科技大学	物理	本科批	903	化学	619	27239	护理学	1	35	15		903（化学）/专业组投档最低分619/专业组投档最低分位次27239	未识别	本科	903（化学）	护理学	619	614	624	614-624	按2025投档线
物理	85	25年物理类院校专业组汇总.xlsx	1145	吉林大学	物理	本科批	101	化学	659	5147	集成电路设计与集成、特色班）、临床医学（5+3一体、化、学制5年）、临床医学（眼科学特、色班、临床医学（白求恩、班、口腔医学（5+3一体、动物科学（生物育种、动物医学（徐华清、江南大学、食品科学与工程（食、品AI卓越创新班）、生物工程（国家生命、地班）、生物技术（生物AI卓、越创新班）·16·、理科试验班(唐敖庆班)	20	35	15		101（化学）/专业组投档最低分659/专业组投档最低分位次5147	吉林	本科	101（化学）	集成电路设计与集成	659	654	664	654-664	按2025投档线
